name,price,price_tax,description,allergens,calories,carbohydrate,fat,fiber,protein,salt,sugar,is_seven_premium,category,small_category,url,image_url
おいしい給食大作戦肉団子のカラフル甘酢あん,258.0,278.64,鶏団子をメインに玉葱，人参，ピーマンをケチャップ風味の甘酢で味付けしたおかずタイプの商品です。,"卵,小麦",178.0,13.1,8.1,0.7,13.5,0.57,12.4,false,サラダ,サラダ,https://www.sej.co.jp/products/a/item/105093/,https://img.7api-01.dp1.sej.co.jp/item-image/105093/4A314831BFB175A3DF38A3046F4CE03E.jpg
７プレミアムサクッとあがる天ぷら粉４００ｇ,198.0,213.84,サクッとあがる軽やかな食感の天ぷら粉。保存に便利なチャック付。,小麦,345.0,75.3,1.8,2.1,8.0,0.4,73.2,true,常温・加工食品,乾麺・乾物,https://www.sej.co.jp/products/a/item/350038/,https://img.7api-01.dp1.sej.co.jp/item-image/350038/12FAB04ACCA31F63A4530A698841BDB8.jpg
こだわりおむすび熟成いくら醤油漬け,258.0,278.64,品質にこだわった厳選具材を使用した直巻おむすび。鰹と昆布のだし醤油で漬け込み熟成させた「いくら」を具材に使用しました。,小麦,192.0,38.8,2.0,1.8,5.6,1.4,37.0,false,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/043730/,https://img.7api-01.dp1.sej.co.jp/item-image/043730/967BB06224663C8A025A397834C89F58.jpg
７プレミアムきざみオクラ,128.0,138.24,小鉢やサラダに便利なきざみオクラです。,,24.0,5.8,0.2,2.9,1.3,0.0,2.9,false,冷凍食品,冷凍食材,https://www.sej.co.jp/products/a/item/410432/,https://img.7api-01.dp1.sej.co.jp/item-image/410432/1B18F6093A64BC95BD0D75CA4DB4E9F4.jpg
７プレミアムワッフル４個入,248.0,267.84,風味の良いワッフル生地でカスタードホイップを包みました。ティータイムやデザートに最適な４個入りの商品です。,"卵,乳,小麦",516.0,64.6,25.5,0.5,7.4,0.7,64.1,true,スイーツ・アイス,洋菓子,https://www.sej.co.jp/products/a/item/113702/,https://img.7api-01.dp1.sej.co.jp/item-image/113702/93B2B43C1F1CF42F1B57F8C763983774.jpg
７Ｐグラン・アンデスカベルネ・ソーヴィニヨン３Ｌ,1780.0,1958.0,カシスやブラックチェリーのアロマに、カカオ、ヴァニラやシナモンの複雑な香り。まろやかな果実味。,,,,,,,,,true,お酒,お酒,https://www.sej.co.jp/products/a/item/032397/,https://img.7api-01.dp1.sej.co.jp/item-image/032397/5B050F56C89F24FF512951033DFA5FEA.jpg
もっちりチョコバナナクレープ,240.0,259.2,くちどけの良いもっちりとした食感のクレープ生地にバナナ，チョコソース，ミルククリームを包みました。,"卵,乳,小麦",224.0,26.8,11.6,0.7,3.4,0.08,26.1,false,スイーツ,洋菓子,https://www.sej.co.jp/products/a/item/111928/,https://img.7api-01.dp1.sej.co.jp/item-image/111928/7EB13BF29402DC47E4D357DFD9F44290.jpg
コクと旨味が広がるボンゴレスープパスタ,460.0,496.8,あさりの旨味を感じられる、味わい深いスープパスタです。,"乳,小麦,かに",436.0,66.0,9.4,4.9,24.2,3.8,61.1,false,スパゲティ・パスタ,スパゲティ・パスタ,https://www.sej.co.jp/products/a/item/094856/,https://img.7api-01.dp1.sej.co.jp/item-image/094856/77451CBC4F400240D5013BD69DC1E1E6.jpg
クッキー＆クリームサンド,150.0,162.0,ふんわりとした食パンにクッキー入りホイップをサンドした商品,"卵,乳,小麦",283.0,40.0,11.1,1.8,6.7,0.85,38.2,true,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/302892/,https://img.7api-01.dp1.sej.co.jp/item-image/302892/183E3E7EED5E723004FAA5323F9B84D2.jpg
７プレミアムおさかなソーセージ７５ｇ×３本,228.0,246.24,魚肉原料主体としたオーソドックスな魚肉ソーセージです。カルシウム400ｍｇ配合された特定保健用食品です。,小麦,135.0,10.6,7.5,,6.4,1.4,,true,常温・加工食品,珍味・缶詰,https://www.sej.co.jp/products/a/item/380186/,https://img.7api-01.dp1.sej.co.jp/item-image/380186/2021ACE002239A9DE2516E9CDDCDF1D5.jpg
豚骨の旨み白系徳島ラーメン,598.0,645.84,豚骨ベースに醤油を加えたあっさりスープともっちり中太麺で食べる白系徳島ラーメン。,"卵,小麦",548.0,80.9,15.2,3.4,23.6,7.1,77.5,false,そば・うどん・中華麺,中華麺,https://www.sej.co.jp/products/a/item/095078/,https://img.7api-01.dp1.sej.co.jp/item-image/095078/748DC05A6131F4DF3F1D8B3340E4BB4F.jpg
海苔弁当,460.0,496.8,白身フライ、トマトパスタ、コロッケ、ちくわ磯辺揚げ、きんぴらごぼう、かつお大根を盛付けした海苔弁当です。,"卵,乳,小麦",797.0,124.8,24.1,3.9,22.2,3.2,120.9,false,お弁当,お弁当,https://www.sej.co.jp/products/a/item/041475/,https://img.7api-01.dp1.sej.co.jp/item-image/041475/86AA8213CA9212248B5134A71082131E.jpg
海老とイカの海鮮天ぷら小盛うどん,398.0,429.84,2種類の海老（むきエビ、干し海老）とイカの磯辺天の天ぷらうどんです。原材料価格高騰に伴い価格を税抜３９８円に変更させていただきます。,"小麦,えび",388.0,58.4,12.5,2.7,11.7,4.5,55.7,false,そば・うどん・中華麺,うどん,https://www.sej.co.jp/products/a/item/094962/,https://img.7api-01.dp1.sej.co.jp/item-image/094962/402E4BE8034A0806987BFC0D60F804CD.jpg
ロッテ爽濃い完熟巨峰,160.0,172.8,,,,,,,,,,false,アイス,アイスクリーム,https://www.sej.co.jp/products/a/item/450176/,https://img.7api-01.dp1.sej.co.jp/item-image/450176/08D936E5588E26C76E352729628E100A.jpg
７プレミアム三杯酢たれ付ところてん２食入,98.0,105.84,天草から煮出した２食入りのところてん,小麦,12.0,2.9,0.0,0.7,0.4,1.2,2.2,true,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250381/,https://img.7api-01.dp1.sej.co.jp/item-image/250381/DA61A9B1888CBC25D3EAC7C20007539A.jpg
欧風カレーパン,138.0,149.04,,"卵,乳,小麦",288.0,33.9,14.7,1.8,5.8,1.6,32.1,true,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/301839/,https://img.7api-01.dp1.sej.co.jp/item-image/301839/D577E04E96183A0EC417D937D85D0FAC.jpg
７プレミアム金時豆,168.0,181.44,煮汁がたっぷり染み込んだ金時豆です。２回に分けて便利に食べることができます。,,121.0,29.3,0.3,4.9,2.8,0.2,24.4,true,チルド惣菜,７プレミアム（副菜）,https://www.sej.co.jp/products/a/item/100423/,https://img.7api-01.dp1.sej.co.jp/item-image/100423/F36615A45B003B313750AB24BFCE7868.jpg
７プレミアム砂肝にんにく炒め,248.0,267.84,スパイスとうまみの感じられる塩味がきいた砂肝にんにく炒めです。,"卵,乳,小麦",88.0,4.3,1.2,1.0,15.6,0.9,3.3,false,冷凍食品,冷凍食品,https://www.sej.co.jp/products/a/item/410412/,https://img.7api-01.dp1.sej.co.jp/item-image/410412/D2291E2C22E63E6DD3FEF2088259BD6E.jpg
７ＰＦＤみそ汁揚げなす,98.0,105.84,扇型にカットした揚げなす入りのおみそ汁。甘みの強い味噌と粉末酒粕を使用したコクのある味わいとだしの香りが特長です。,小麦,44.0,3.7,2.4,0.8,2.3,1.5,2.9,true,常温・加工食品,インスタント食品,https://www.sej.co.jp/products/a/item/340542/,https://img.7api-01.dp1.sej.co.jp/item-image/340542/2FB9162DF2B2FEFC22C098F78BFCEBA8.jpg
７プレミアムチーかま４５Ｇ×５本,348.0,375.84,4種類（チェダー、ゴーダ、ゴルゴンゾーラ、パルメザン）のチーズと、プリプリ食感のかまぼこがベストマッチの『チーかま』。おやつやおつまみ等、手軽に食べられます。,"卵,乳,小麦",124.0,12.6,3.6,0.4,10.6,2.0,12.2,true,常温・加工食品,珍味・缶詰,https://www.sej.co.jp/products/a/item/380371/,https://img.7api-01.dp1.sej.co.jp/item-image/380371/41C0827C540228FBB6F16D9581ED9D5F.jpg
７プレミアムエールズ３５０ｍｌ,180.0,198.0,爽やかな香りとかろやかさが特長の麦芽１００％ビール。シンプルで毎日でも飲み飽きしないデイリービールです。,,,,,,,,,true,お酒,お酒,https://www.sej.co.jp/products/a/item/011378/,https://img.7api-01.dp1.sej.co.jp/item-image/011378/D34EF136AD0079D24A76A8AD5A7A5EF5.jpg
７プレミアムすみれチャーハン,278.0,300.24,ゴロっとチャーシューに黒胡椒とたまり醤油が香る「すみれ」の名作チャーハンです。,"卵,乳,小麦",582.0,87.3,19.2,1.2,15.6,4.3,86.1,false,冷凍食品,冷凍食品,https://www.sej.co.jp/products/a/item/410302/,https://img.7api-01.dp1.sej.co.jp/item-image/410302/4A834076DCB5BDD10DFA7F92B7B6BCFE.jpg
７プレミアムチョコレートビスケット,138.0,149.04,小麦全粒粉が香るビスケットにしっかりとカカオを感じるミルクチョコレートをかけました。,"卵,乳,小麦",479.0,62.7,22.9,3.2,7.1,0.7,59.5,true,お菓子,チョコレート・焼き菓子,https://www.sej.co.jp/products/a/item/322439/,https://img.7api-01.dp1.sej.co.jp/item-image/322439/44A43DDEBDB288863384AE66E0377B89.jpg
７Ｐ素材の味わいポテトポタージュ,158.0,170.64,複数の素材がとけこんだ、素材のおいしさが味わえるポテトポタージュです。お湯を注ぐだけで食べる事のできるカップタイプの商品です。,"乳,小麦",108.0,16.7,4.0,0.7,1.5,1.8,16.0,true,常温・加工食品,インスタント食品,https://www.sej.co.jp/products/a/item/340437/,https://img.7api-01.dp1.sej.co.jp/item-image/340437/1073A84CB2E614AD2A33961BAEDCC449.jpg
道産秋鮭ほぐしとわかめごはん,360.0,388.8,定番のわかめごはんにしっとり焼き上げた北海道産の秋鮭とこんにゃくきんぴら炒め、小松菜炒め煮を組み合わせました,小麦,286.0,53.4,4.0,1.5,9.9,3.2,51.9,false,お弁当,お弁当,https://www.sej.co.jp/products/a/item/043933/,https://img.7api-01.dp1.sej.co.jp/item-image/043933/84BE0A7585A3EEE24FC4D0670C698356.jpg
玉子と木耳の中華炒め青森県産地養豚使用,360.0,388.8,醤油タレや鶏ガラスープを使用した、コクと旨みのある特製のたれで食べる中華玉子炒めです。,"卵,小麦",338.0,18.5,23.1,2.1,15.0,2.4,16.4,false,惣菜,惣菜,https://www.sej.co.jp/products/a/item/104547/,https://img.7api-01.dp1.sej.co.jp/item-image/104547/D6F2E2C22051DFE018B38C02C2FA1F01.jpg
豚しゃぶパスタサラダ愛知みかわ豚使用,368.0,397.44,胡麻マヨネーズで和えた豚しゃぶとさっぱりとした青じそドレッシングを組み合わせたパスタサラダです。,"卵,小麦",365.0,41.6,14.7,3.6,18.3,2.6,38.0,false,サラダ,パスタサラダ・おかずサラダほか,https://www.sej.co.jp/products/a/item/104336/,https://img.7api-01.dp1.sej.co.jp/item-image/104336/3F3E1696A2F5452C4DC9F56A53BEA11C.jpg
７プレミアムサラダチキンプレーン,238.0,257.04,鶏むね肉を使って、ジューシーに蒸し上げたプレーンタイプのサラダチキンです。,"卵,乳,小麦",114.0,0.0,,0.0,24.1,1.1,0.0,true,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250701/,https://img.7api-01.dp1.sej.co.jp/item-image/250701/6C7B6801A4037E9B2B64DABDA469AF5A.jpg
７Ｐ濃厚すぎるポテトチップスサワークリームオニオン,148.0,159.84,パリｯとした食感と濃厚なサワークリームオニオンの味わいが特長の厚切りポテトチップス。,"乳,小麦",332.0,31.7,21.4,2.4,4.3,0.9,29.3,true,お菓子,スナック,https://www.sej.co.jp/products/a/item/330229/,https://img.7api-01.dp1.sej.co.jp/item-image/330229/C35CFD67C3FEA06E1FA738F827C66026.jpg
７プレミアムかぼちゃサラダ,178.0,192.24,クリームチーズとくるみが特長のさわやかなかぼちゃサラダです。,"卵,乳",165.0,14.6,11.7,2.1,1.4,0.5,12.5,true,チルド惣菜,７プレミアム（サラダ）,https://www.sej.co.jp/products/a/item/102418/,https://img.7api-01.dp1.sej.co.jp/item-image/102418/E1D06B83F09DB42B4BEADE1F1FB520BB.jpg
新潟県産キャベツのコールスローサラダ,238.0,257.04,新潟県産キャベツの美味しさと食感を活かし、リンゴ酢とレモン酢を使用したフルーティーな味付けのコールスローサラダです。,"卵,乳,小麦",105.0,10.8,6.6,3.8,2.6,1.6,7.0,false,サラダ,サラダ,https://www.sej.co.jp/products/a/item/101113/,https://img.7api-01.dp1.sej.co.jp/item-image/101113/57A893342F52C99AC032CEA0AD8ECBC3.jpg
ミックス野菜２４０ｇ,116.0,125.28,,,,,,,,,,false,サラダ,カット野菜・カットフルーツ,https://www.sej.co.jp/products/a/item/250313/,https://img.7api-01.dp1.sej.co.jp/item-image/250313/7DD39B5535123B0FC30E90F501E60044.jpg
７プレミアムいつもの珈琲カップ２Ｐ,118.0,127.44,香りとすっきりした後味が味わえるインスタントコーヒーです,乳,39.0,6.9,1.0,0.3,0.6,0.01,6.6,true,常温・加工食品,インスタントドリンク,https://www.sej.co.jp/products/a/item/370601/,
７プレミアムチョココロネ,118.0,127.44,ふっくらとしたパン生地に、チョコクリームを注入したコロネ。チョコクリームを増量し、価格を（税抜）１０８円から１１８円に変更させていただきます。,"卵,乳,小麦",246.0,44.5,6.0,1.6,4.4,0.3,42.9,true,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/302239/,https://img.7api-01.dp1.sej.co.jp/item-image/302239/A09691EA0B32AD4BAC418BCA1D09EAAB.jpg
７プレミアムすき焼のたれ５００ｍｌ,198.0,213.84,本醸造醤油と昆布のまろやかさが効いたすき焼のたれです。,小麦,153.0,35.7,0.0,0.5,2.8,7.5,35.2,true,常温・加工食品,調味料,https://www.sej.co.jp/products/a/item/350016/,https://img.7api-01.dp1.sej.co.jp/item-image/350016/5B787E3A4085D7E6140EA75FAD056A27.jpg
味噌バターコーンラーメン,460.0,496.8,濃厚な味わいが特長の合わせ味噌仕立ての特製スープに、小麦粉の風味，甘みを感じる熟成太ちぢれ麺を組合せた味噌ラーメンです。,"卵,乳,小麦",519.0,85.7,10.8,5.9,22.6,7.2,79.8,false,そば・うどん・中華麺,中華麺,https://www.sej.co.jp/products/a/item/095056/,https://img.7api-01.dp1.sej.co.jp/item-image/095056/917135926CB95CDA474421288BD38E48.jpg
７ＰＧ北海道産小麦の小麦粉使用金の食パン４枚,348.0,375.84,北海道産小麦の小麦粉を使用し、そのまま食べてもおいしいもっちりとした食パンです。,"乳,小麦",266.0,50.5,3.6,3.2,9.6,0.97,47.3,true,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290133/,https://img.7api-01.dp1.sej.co.jp/item-image/290133/387D8556C98AFEDA7AA9B921681E9288.jpg
７プレミアムフランス産クリームチーズのパフェ,298.0,321.84,本格的なチーズの味わいが楽しめる、スイーツ感のあるパフェアイスです。,"卵,乳,小麦",253.0,33.7,11.5,0.5,3.9,0.39,33.2,true,スイーツ・アイス,アイス,https://www.sej.co.jp/products/a/item/450503/,https://img.7api-01.dp1.sej.co.jp/item-image/450503/88282E5F05EA71832902F14DD703CAF9.jpg
７プレミアムやわらかいかフライ,128.0,138.24,するめの胴部分だけを使った、やわらかい食感のいかフライです。,"卵,乳,小麦",106.0,11.6,4.9,0.3,3.9,1.1,11.3,true,常温・加工食品,珍味・缶詰,https://www.sej.co.jp/products/a/item/380672/,https://img.7api-01.dp1.sej.co.jp/item-image/380672/B09D2AE993DE2275C93C52279B46624C.jpg
７プレミアム甘い干し梅,158.0,170.64,原材料高騰に伴い、推奨売価（税抜）１４８円から１５８円へ変更。梅の酸味を活かしつつ、ほどよい甘さに仕上げた干し梅。,,17.0,4.3,0.1,1.8,0.5,2.4,2.5,true,お菓子,駄菓子・ガム・キャンディ,https://www.sej.co.jp/products/a/item/323500/,https://img.7api-01.dp1.sej.co.jp/item-image/323500/E1F5A4BF7CEB59D412EAAAEF76654B4A.jpg
塩麹仕立ての炙り焼きさば御飯,348.0,375.84,香ばしく焼き上げたさばを盛り付けた御飯です。,小麦,364.0,60.4,8.6,1.0,11.8,2.8,59.4,false,お弁当,お弁当,https://www.sej.co.jp/products/a/item/043546/,https://img.7api-01.dp1.sej.co.jp/item-image/043546/71DECDBFA17023467DA48881D9DFB56F.jpg
７Ｐザ・ブリュー糖質ゼロ３５０ｍｌ,142.0,156.2,厳選麦芽使用による、麦のうまみを引き出した糖質0。,,28.0,2.2,0.0,,0.3,0.02,,true,お酒,お酒,https://www.sej.co.jp/products/a/item/010847/,https://img.7api-01.dp1.sej.co.jp/item-image/010847/B2DCB87FF4DDD9E2CEAE977B33E4EED5.jpg
香ばし炒め麺の仙台マーボー焼そば,498.0,537.84,宮城県中華飲食生活衛生同業組合様より認定いただいた仙台市の地元メニューであるマーボー焼そばです。,"卵,小麦",686.0,86.8,25.7,4.4,29.1,6.1,82.4,false,そば・うどん・中華麺,焼きそば・焼うどんほか,https://www.sej.co.jp/products/a/item/095033/,https://img.7api-01.dp1.sej.co.jp/item-image/095033/10C3707BC99BD3A39CAE6B3E9FB1F050.jpg
肉めし炙り焼豚ロース弁当,498.0,537.84,豚ロースを炙り焼きにし、甘辛いタレと相性のいい味付けです。飯量300ｇのボリュームある千葉地区商品です。,"卵,小麦",780.0,127.9,17.0,4.3,31.0,2.7,123.6,false,お弁当,お弁当,https://www.sej.co.jp/products/a/item/043794/,https://img.7api-01.dp1.sej.co.jp/item-image/043794/E99A2030D6F7C2F18C57BEE5FD02ECF7.jpg
具だくさん赤だし豚汁,400.0,432.0,１日に必要とされる野菜の半分が摂れる地区になじみのある豆味噌を使用した具だくさんの豚汁です。,小麦,209.0,12.2,11.9,4.3,15.4,3.5,7.9,false,惣菜,惣菜,https://www.sej.co.jp/products/a/item/100612/,https://img.7api-01.dp1.sej.co.jp/item-image/100612/0928C3D78CD3926A7D42E89DB89F24DD.jpg
くちどけカスタードのプチエクレア,290.0,313.2,濃厚な味わいながらもくちどけ良く仕立てたカスタードを詰め、カカオの味わいを楽しめるチョコを上掛けした、シェアして食べられるプチエクレアです。,"卵,乳,小麦",403.0,39.1,23.6,1.5,9.3,0.27,37.6,false,スイーツ,洋菓子,https://www.sej.co.jp/products/a/item/113754/,https://img.7api-01.dp1.sej.co.jp/item-image/113754/13DA4C3C54EE5A73A6A94C6679B7EEC5.jpg
コーヒーサンドホイップクリーム,158.0,170.64,コーヒーを練り込んだパン生地にホイップクリームをサンドした商品です。,"卵,乳,小麦",381.0,53.0,15.3,1.9,8.8,0.89,51.1,true,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/300772/,https://img.7api-01.dp1.sej.co.jp/item-image/300772/738CBC9F327A406BD804EAA79C1DB842.jpg
７ＰＦＤみそ汁長ねぎ,98.0,105.84,,小麦,23.0,3.2,0.5,0.7,1.8,1.3,2.5,true,常温・加工食品,インスタント食品,https://www.sej.co.jp/products/a/item/340543/,https://img.7api-01.dp1.sej.co.jp/item-image/340543/18BB3D72265CD5C7477F989C7B00C573.jpg
大きなおむすび鮭菜めし,198.0,213.84,鮭の出汁と白醤油で味付けした御飯に、旨みのある紅鮭と食感のよい小松菜を混ぜ込んだ、大きなおむすびです。,"卵,小麦",272.0,54.9,3.6,2.4,6.3,3.1,52.5,false,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/041884/,https://img.7api-01.dp1.sej.co.jp/item-image/041884/114FB4B06C6C19D144788D11EFF50177.jpg
７プレミアムサラダチキンスモーク,238.0,257.04,鶏むね肉を４種のチップで香りよく燻製したサラダチキンです。,,117.0,0.0,1.3,0.0,26.0,1.9,0.0,true,生鮮,生鮮,https://www.sej.co.jp/products/a/item/250593/,https://img.7api-01.dp1.sej.co.jp/item-image/250593/B133280D5724FD97EB00201AC362994D.jpg
７プレミアムソース焼きそば,138.0,149.04,１３種のスパイス香るソース焼きそばです。,"卵,乳,小麦",340.0,59.2,8.2,2.8,8.8,4.1,56.4,false,冷凍食品,冷凍食品,https://www.sej.co.jp/products/a/item/410093/,https://img.7api-01.dp1.sej.co.jp/item-image/410093/470B27B39FE256DCCE224AE40D72AF03.jpg
とみ田監修濃厚豚骨魚介つけ麺,648.0,699.84,人気ラーメン店「中華蕎麦とみ田」監修の豚骨魚介つけ麺です。つけ汁だけをレンジで温め、冷たいままの麺をつけてお楽しみいただく仕立てです。,"卵,乳,小麦",734.0,107.6,21.0,7.5,32.3,6.6,100.1,false,そば・うどん・中華麺,中華麺,https://www.sej.co.jp/products/a/item/094989/,https://img.7api-01.dp1.sej.co.jp/item-image/094989/E499936E615B02243B4C41937D0515AB.jpg
ＢＳポーラベアーバニラ,160.0,172.8,,"乳,小麦",,,,,,,,false,アイス,アイスクリーム,https://www.sej.co.jp/products/a/item/450051/,https://img.7api-01.dp1.sej.co.jp/item-image/450051/8265614ED5BA12550E25268AE8C92E48.jpg
焦がしチーズのカルボナーラ,530.0,572.4,卵やチーズのコクが感じられるカルボナーラです。,"卵,乳,小麦",733.0,70.0,39.0,4.6,27.9,4.4,65.4,false,スパゲティ・パスタ,スパゲティ・パスタ,https://www.sej.co.jp/products/a/item/094024/,https://img.7api-01.dp1.sej.co.jp/item-image/094024/7627DADD4D44B80AB6B9B45034DE02ED.jpg
７プレミアム本わさび３０ｇ,93.0,100.44,使用するわさびを本わさび100％とした、小容量で豊かな風味の本ワサビです。最後までしぼりやすいチューブと開封しやすいキャップを使用しています。,,79.0,14.5,2.9,2.8,0.2,2.4,11.7,true,常温・加工食品,調味料,https://www.sej.co.jp/products/a/item/350536/,https://img.7api-01.dp1.sej.co.jp/item-image/350536/040E5F76A45001F2BADA753CE23111CE.jpg
７プレミアム海鮮お好み焼,298.0,321.84,ふんわりとした生地と魚介の旨味が味わえるお好み焼です。,"卵,小麦,えび",312.0,38.9,11.9,4.1,14.3,3.6,34.8,false,冷凍食品,冷凍食品,https://www.sej.co.jp/products/a/item/410183/,https://img.7api-01.dp1.sej.co.jp/item-image/410183/4AE5702D2D8274A172CA51CEF6DFDF92.jpg
セブンプレミアムグミまる白桃味,100.0,108.0,国産ピューレを使用した2層のぷにぷに食感,,109.0,,0.0,,2.0,0.04,,true,お菓子,駄菓子・ガム・キャンディ,https://www.sej.co.jp/products/a/item/321370/,https://img.7api-01.dp1.sej.co.jp/item-image/321370/A06B92E15C20B186D148C54375693A49.jpg
なめらか豆腐のスンドゥブチゲ,338.0,365.04,畜肉由来の旨味を感じるスープ仕立て。豚肉、あさり、豆腐等具材比率50％以上と１食で食べ応えのあるスンドゥブチゲ。,"小麦,えび",189.0,8.7,10.1,2.7,17.1,2.4,6.0,false,惣菜,惣菜,https://www.sej.co.jp/products/a/item/104495/,https://img.7api-01.dp1.sej.co.jp/item-image/104495/2E3C9BF9465CE1273D1D13B6A5679506.jpg
７プレミアム玄米ごはん３個パック,398.0,429.84,玄米表面のロウ層を除去した、やわらかくて食べやすい玄米です。新潟県産コシヒカリを原料に使用しております。,,229.0,50.9,1.4,1.9,3.8,0.0,49.0,true,常温・加工食品,米・米加工品,https://www.sej.co.jp/products/a/item/340622/,https://img.7api-01.dp1.sej.co.jp/item-image/340622/87C9685DFCF6014831CBF352A531A443.jpg
７プレミアムふわもちブレッド６枚入,168.0,181.44,くちどけの良いふんわりとした食感に仕上げた食パンです。,"乳,小麦",162.0,30.7,2.3,2.0,5.5,0.7,28.7,true,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290224/,https://img.7api-01.dp1.sej.co.jp/item-image/290224/CF44B3B0821DE3D884A9B5D2DEEFC4A5.jpg
７プレミアム味噌ラーメン５食パック,258.0,278.64,,小麦,387.0,54.2,15.0,3.2,10.3,5.5,51.0,true,常温・加工食品,インスタント食品,https://www.sej.co.jp/products/a/item/340850/,https://img.7api-01.dp1.sej.co.jp/item-image/340850/6262DE55A496DF1A86240680309D67B3.jpg
細巻寿司ねぎとろ,220.0,237.6,寿司の定番具材「まぐろのたたき」の細巻寿司です。,小麦,170.0,35.4,1.5,1.8,4.6,1.4,33.6,false,お寿司,手巻寿司,https://www.sej.co.jp/products/a/item/044472/,https://img.7api-01.dp1.sej.co.jp/item-image/044472/81FF5652DC91979EC929DD20A5B8EAC2.jpg
ふんわりちぎりパンチョコクリーム,138.0,149.04,一口サイズにちぎって食べられるふんわり食感のパンに、チョコチップが入ったクリームを挟みました。,"卵,乳,小麦",421.0,51.8,20.7,2.7,8.3,0.89,49.1,true,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/302813/,https://img.7api-01.dp1.sej.co.jp/item-image/302813/9891B6B56F9B208F72096160AE296F42.jpg
炙り焼き銀鮭とお好みおかずのごはん,350.0,378.0,銀鮭とお好みおかずをたっぷり詰め合わせたミニ弁当です。,"卵,乳,小麦",419.0,66.4,10.4,2.7,16.3,2.7,63.7,false,お弁当,お弁当,https://www.sej.co.jp/products/a/item/044279/,https://img.7api-01.dp1.sej.co.jp/item-image/044279/0A79FB552C571FAF61FCB05D3A407F6A.jpg
７ザ・プライスレーズンバターロール６個入,108.0,116.64,しっとりやわらかい食感に仕上げた、ほんのり甘いレーズンバターロールです。,"卵,乳,小麦",82.0,13.9,2.0,0.7,2.2,0.24,13.2,true,パン・シリアル,パン・シリアル,https://www.sej.co.jp/products/a/item/290542/,https://img.7api-01.dp1.sej.co.jp/item-image/290542/0223C8D1E46DDF19BCA4C1DA26CBBC62.jpg
蒸し鶏と三陸産わかめのピリ辛ラーメンサラダ,278.0,300.24,ピリ辛ドレッシングで食べる蒸し鶏と三陸産わかめのサラダです。,"卵,小麦",317.0,55.1,7.2,1.9,9.0,3.2,53.2,false,サラダ,パスタサラダ・おかずサラダほか,https://www.sej.co.jp/products/a/item/105249/,https://img.7api-01.dp1.sej.co.jp/item-image/105249/EFF5BBE3B2AF322ACF3FAC85136D443B.jpg
７プレミアムカフェラテエスプレッソ２４０ｍｌ,175.0,189.0,原材料高騰により税抜１６８円から１７５円に変更。コーヒーの酸味や香り、コクをより感じられる味わいに仕上げました。,乳,98.0,12.6,3.3,0.5,4.7,0.18,12.1,true,牛乳・乳製品,牛乳・乳飲料,https://www.sej.co.jp/products/a/item/210471/,https://img.7api-01.dp1.sej.co.jp/item-image/210471/38003310CCCA40BA45242AD7B7815A44.jpg
大きなおむすび豚タンねぎ塩レモン,160.0,172.8,食べ応えのある豚タンを中具に使用した、暑い時期でもさっぱりと食べられる、ねぎ塩レモン味のおむすび。,"卵,小麦",300.0,58.3,4.6,2.4,7.5,2.6,55.9,false,おにぎり,その他のおむすび,https://www.sej.co.jp/products/a/item/044427/,https://img.7api-01.dp1.sej.co.jp/item-image/044427/DDA5861D80C13189C10AA997FF0D4364.jpg
ひとくちサンド（ハム＆たまご）,348.0,375.84,たまごとハムの２種類の味が楽しめる、片手で食べやすく持ち運びにも便利な６切入りひとくちサンドです。,"卵,乳,小麦",296.0,33.2,13.3,2.0,11.9,1.5,31.2,false,サンドイッチ・ロールパン,サンドイッチ・ロールパン,https://www.sej.co.jp/products/a/item/052086/,https://img.7api-01.dp1.sej.co.jp/item-image/052086/C83A2C86702272F0FCA56F9A92025975.jpg
７プレミアムビーフカレー甘口,98.0,105.84,具材に北海道産のじゃがいもと人参を使用し、オニオンソテーとチャツネを利かせたうま味たっぷりの甘口カレーです。,小麦,104.0,16.4,3.2,1.6,3.2,2.8,14.8,true,常温・加工食品,レトルト食品・パスタ・パスタソース,https://www.sej.co.jp/products/a/item/340419/,https://img.7api-01.dp1.sej.co.jp/item-image/340419/7548EAA4164EC065235642B7A1B2DCE6.jpg
ＥＡＳＥＵＰピリ辛チゲうどん,498.0,537.84,豚肉と海鮮の旨味を効かせたピリ辛チゲうどんです。,小麦,565.0,78.5,17.1,4.0,26.2,8.0,74.5,false,冷凍食品,冷凍食品,https://www.sej.co.jp/products/a/item/410501/,https://img.7api-01.dp1.sej.co.jp/item-image/410501/911391733468EDD8806D3B2852E33A5B.jpg
